FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.14632234,14632234,POINT (16.329656111918275 48.2098939696902),Thaliastraße/Haberlgasse,Thaliastraße/Haberlgasse,"46,N46",,1,https://anachb.vor.at?P=SQ&input=Wien%20Thaliastraße/Haberlgasse&start=1,
OEFFHALTESTOGD.14632235,14632235,POINT (16.306910712856688 48.22242796935644),Liebknechtgasse,Liebknechtgasse,"10,2",,1,https://anachb.vor.at?P=SQ&input=Wien%20Liebknechtgasse&start=1,
OEFFHALTESTOGD.14632236,14632236,POINT (16.306641212392865 48.222876769923076),Liebknechtgasse,Liebknechtgasse,"10,2",,1,https://anachb.vor.at?P=SQ&input=Wien%20Liebknechtgasse&start=1,
OEFFHALTESTOGD.14632237,14632237,POINT (16.458753013315533 48.25885727010121),Tillmanngasse,Tillmanngasse,25A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Tillmanngasse&start=1,
OEFFHALTESTOGD.14632238,14632238,POINT (16.356506712460803 48.232577369463634),Liechtenwerder Platz (Augasse),Liechtenwerder Platz (Augasse),"1,D",,1,https://anachb.vor.at?P=SQ&input=Wien%20Liechtenwerder%20Platz&start=1,
OEFFHALTESTOGD.14632239,14632239,POINT (16.35515031304794 48.233026170031295),Liechtenwerder Platz (Glatzgasse),Liechtenwerder Platz (Glatzgasse),38,,1,https://anachb.vor.at?P=SQ&input=Wien%20Liechtenwerder%20Platz&start=1,
OEFFHALTESTOGD.14632240,14632240,POINT (16.356641512602994 48.23253546964461),Liechtenwerder Platz (Augasse),Liechtenwerder Platz (Augasse),"1,D",,1,https://anachb.vor.at?P=SQ&input=Wien%20Liechtenwerder%20Platz&start=1,
OEFFHALTESTOGD.14632241,14632241,POINT (16.54178431304581 48.21434756931837),Lieglerstraße,Lieglerstraße,98A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lieglerstraße&start=1,
OEFFHALTESTOGD.14632242,14632242,POINT (16.283163718393784 48.134907288555986),Liesing,Liesing,"207,61B",,3,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.14632243,14632243,POINT (16.283123412582487 48.134907269972786),Liesing,Liesing,"207,61B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.14632244,14632244,POINT (16.28300661174834 48.13478736994872),Liesing,Liesing,64A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.14632245,14632245,POINT (16.28324451875598 48.13498518826843),Liesing,Liesing,255,,3,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.14632246,14632246,POINT (16.283109818462716 48.134859287852954),Liesing,Liesing,"256,257,258,259",,3,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.14632247,14632247,POINT (16.283379218735124 48.135129087784506),Liesing,Liesing,"250,253",,3,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.14632248,14632248,POINT (16.282678618662047 48.134757388770176),Liesing,Liesing,"250,253,257,258,259",,3,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.14632249,14632249,POINT (16.28362641189108 48.13502716979204),Liesing,Liesing,61A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.14632250,14632250,POINT (16.281735315268794 48.13200548831852),Liesing Bad (Manngasse),Liesing Bad (Manngasse),"207,61B",,3,https://anachb.vor.at?P=SQ&input=Wien%20Liesing%20Bad&start=1,
OEFFHALTESTOGD.14632251,14632251,POINT (16.281695011729333 48.13200546923521),Liesing Bad (Manngasse),Liesing Bad (Manngasse),"207,61B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Liesing%20Bad&start=1,
OEFFHALTESTOGD.14632252,14632252,POINT (16.2813131162331 48.132503188687075),Liesing Bad (Perchtoldsdorfer Straße),Liesing Bad (Perchtoldsdorfer Straße),"207,255,256,257,258,61B",,3,https://anachb.vor.at?P=SQ&input=Wien%20Liesing%20Bad&start=1,
OEFFHALTESTOGD.14632861,14632861,POINT (16.310086198076203 48.10847977912295),Brunn/Geb. Johann-Steinböck-Straße,Brunn/Geb. Johann-Steinböck-Straße,270,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Johann-Steinböck-Straße&start=1,
OEFFHALTESTOGD.14632862,14632862,POINT (16.27532140001927 48.11092099123679),Brunn/Geb. Arbeitergasse,Brunn/Geb. Arbeitergasse,"206,212,259",,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Arbeitergasse&start=1,
OEFFHALTESTOGD.14632863,14632863,POINT (16.275231500167347 48.11123289137398),Brunn/Geb. Arbeitergasse,Brunn/Geb. Arbeitergasse,"206,212,259",,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Arbeitergasse&start=1,
OEFFHALTESTOGD.14632864,14632864,POINT (16.303196097632053 48.10940948082848),Brunn/Geb. Industriestraße B West,Brunn/Geb. Industriestraße B West,270,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Industriestraße%20B%20West&start=1,
OEFFHALTESTOGD.14632865,14632865,POINT (16.275941197979545 48.10855779103444),Brunn/Geb. Felsenkeller,Brunn/Geb. Felsenkeller,259,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Felsenkeller&start=1,
OEFFHALTESTOGD.14632866,14632866,POINT (16.283451095389804 48.10645828767077),Brunn/Geb. Adolf-Hruza-Straße,Brunn/Geb. Adolf-Hruza-Straße,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Adolf-Hruza-Straße&start=1,
OEFFHALTESTOGD.14632867,14632867,POINT (16.265206295256203 48.104946694646536),Brunn/Geb. Föhrenwald,Brunn/Geb. Föhrenwald,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Föhrenwald&start=1,
OEFFHALTESTOGD.14632868,14632868,POINT (16.265080595297796 48.10491069472456),Brunn/Geb. Föhrenwald,Brunn/Geb. Föhrenwald,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Föhrenwald&start=1,
OEFFHALTESTOGD.14632869,14632869,POINT (16.296261099624523 48.111952583923994),Brunn/Geb. Jakob-Fuchs-Gasse,Brunn/Geb. Jakob-Fuchs-Gasse,"207,212,268",,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Jakob-Fuchs-Gasse&start=1,
OEFFHALTESTOGD.14632870,14632870,POINT (16.295946700591863 48.11183268359685),Brunn/Geb. Jakob-Fuchs-Gasse,Brunn/Geb. Jakob-Fuchs-Gasse,"207,268",,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Jakob-Fuchs-Gasse&start=1,
OEFFHALTESTOGD.14632871,14632871,POINT (16.278779895673164 48.10603838966029),Brunn/Geb. Grohestraße,Brunn/Geb. Grohestraße,259,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Grohestraße&start=1,
OEFFHALTESTOGD.14632872,14632872,POINT (16.278860695387852 48.106152389586654),Brunn/Geb. Grohestraße,Brunn/Geb. Grohestraße,"212,259",,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Grohestraße&start=1,
OEFFHALTESTOGD.14632873,14632873,POINT (16.305846100798462 48.11310418004485),Brunn/Geb. Heideweg,Brunn/Geb. Heideweg,207,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Heideweg&start=1,
OEFFHALTESTOGD.14632874,14632874,POINT (16.306322201516597 48.11316417969735),Brunn/Geb. Heideweg,Brunn/Geb. Heideweg,207,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Heideweg&start=1,
OEFFHALTESTOGD.14632875,14632875,POINT (16.280181199061538 48.10990728890269),Brunn/Geb. Viktor-Adler-Straße,Brunn/Geb. Viktor-Adler-Straße,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Viktor-Adler-Straße&start=1,
OEFFHALTESTOGD.14632876,14632876,POINT (16.304750200628416 48.11184468099178),Brunn/Geb. Industriestraße A,Brunn/Geb. Industriestraße A,270,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Industriestraße%20A&start=1,
OEFFHALTESTOGD.14632877,14632877,POINT (16.304920800145492 48.11189868049057),Brunn/Geb. Industriestraße A,Brunn/Geb. Industriestraße A,270,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Industriestraße%20A&start=1,
OEFFHALTESTOGD.14632878,14632878,POINT (16.278061195335386 48.10548658962972),Brunn/Geb. Anton-Seidl-Gasse,Brunn/Geb. Anton-Seidl-Gasse,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Anton-Seidl-Gasse&start=1,
OEFFHALTESTOGD.14632879,14632879,POINT (16.278070194871653 48.10543859020163),Brunn/Geb. Anton-Seidl-Gasse,Brunn/Geb. Anton-Seidl-Gasse,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Anton-Seidl-Gasse&start=1,
OEFFHALTESTOGD.14632880,14632880,POINT (16.28592149600819 48.10643428683499),Brunn/Geb. Kirche,Brunn/Geb. Kirche,"206,207,212,259,260,268,269",,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Kirche&start=1,
OEFFHALTESTOGD.14632881,14632881,POINT (16.27240180056528 48.11317619152827),Brunn/Geb. Am Rain,Brunn/Geb. Am Rain,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Am%20Rain&start=1,
OEFFHALTESTOGD.14632882,14632882,POINT (16.570373193773932 48.35775358710387),Großengersdorf Bahngasse,Großengersdorf Bahngasse,"530,531",,3,https://anachb.vor.at?P=SQ&input=Großengersdorf%20Bahngasse&start=1,
OEFFHALTESTOGD.14632883,14632883,POINT (16.570328293254896 48.35766998703241),Großengersdorf Bahngasse,Großengersdorf Bahngasse,"530,531",,3,https://anachb.vor.at?P=SQ&input=Großengersdorf%20Bahngasse&start=1,
OEFFHALTESTOGD.14632884,14632884,POINT (16.273937994400484 48.104580791302915),Brunn/Geb. Rosenstammgasse,Brunn/Geb. Rosenstammgasse,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Rosenstammgasse&start=1,
OEFFHALTESTOGD.14632885,14632885,POINT (16.270344694781567 48.104892692696176),Brunn/Geb. Schöffelgasse,Brunn/Geb. Schöffelgasse,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Schöffelgasse&start=1,
OEFFHALTESTOGD.14632886,14632886,POINT (16.272437792100018 48.10210919157057),Brunn/Geb. Dr.-R.-Strecker-Gasse,Brunn/Geb. Dr.-R.-Strecker-Gasse,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Dr.-Rudolf-Strecker-Gasse&start=1,
OEFFHALTESTOGD.14632887,14632887,POINT (16.269078100664327 48.11263639325356),Brunn/Geb. Franz-Rehmann-Gasse,Brunn/Geb. Franz-Rehmann-Gasse,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Franz-Rehmann-Gasse&start=1,
OEFFHALTESTOGD.14632888,14632888,POINT (16.304606401391386 48.11352408068817),Brunn/Geb. Kressgasse,Brunn/Geb. Kressgasse,"268,270",,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Kressgasse&start=1,
OEFFHALTESTOGD.14632889,14632889,POINT (16.30476810146363 48.11362598023541),Brunn/Geb. Kressgasse,Brunn/Geb. Kressgasse,"268,270",,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Kressgasse&start=1,
OEFFHALTESTOGD.14632890,14632890,POINT (16.28615499607472 48.10742408757003),Brunn/Geb. Volksschule,Brunn/Geb. Volksschule,"207,212,260,268,269",,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Volksschule&start=1,
OEFFHALTESTOGD.14632891,14632891,POINT (16.270686096459862 48.1071840927344),Brunn/Geb. Kesslerweg,Brunn/Geb. Kesslerweg,212,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Kesslerweg&start=1,
OEFFHALTESTOGD.14632892,14632892,POINT (16.276974296648945 48.10807789048729),Brunn/Geb. Wasserwerkstraße,Brunn/Geb. Wasserwerkstraße,"212,259",,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Wasserwerkstraße&start=1,
OEFFHALTESTOGD.14632893,14632893,POINT (16.28515789527124 48.105402587886246),Brunn/Geb. Winzerhaus,Brunn/Geb. Winzerhaus,"206,207,260,268,269,329",,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Winzerhaus&start=1,
OEFFHALTESTOGD.14632894,14632894,POINT (16.288778094492862 48.10453878628572),Brunn-Maria Enzersdorf Bahnhof,Brunn-Maria Enzersdorf Bahnhof,212,,3,https://anachb.vor.at?P=SQ&input=Brunn-Maria%20Enzersdorf%20Bahnhof&start=1,
OEFFHALTESTOGD.14632895,14632895,POINT (16.28920929433936 48.10434078587204),Brunn-Maria Enzersdorf Bahnhof,Brunn-Maria Enzersdorf Bahnhof,212,,3,https://anachb.vor.at?P=SQ&input=Brunn-Maria%20Enzersdorf%20Bahnhof&start=1,
OEFFHALTESTOGD.14632896,14632896,POINT (16.19511981696117 48.133012819329245),Breitenfurt Volksschule,Breitenfurt Volksschule,"250,253",,3,https://anachb.vor.at?P=SQ&input=Breitenfurt%20(b.Wien)%20Volksschule&start=1,
OEFFHALTESTOGD.14632897,14632897,POINT (16.308226598059818 48.10931947947844),Brunn/Geb. Industriestraße B Ost,Brunn/Geb. Industriestraße B Ost,270,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Industriestraße%20B%20Ost&start=1,
OEFFHALTESTOGD.14631679,14631679,POINT (16.339618411958806 48.20624206936663),Kaiserstraße/Neustiftgasse,Kaiserstraße/Neustiftgasse,5,,1,https://anachb.vor.at?P=SQ&input=Wien%20Kaiserstraße/Neustiftgasse&start=1,
OEFFHALTESTOGD.14631680,14631680,POINT (16.34084911208114 48.20188946932125),Kaiserstraße,Kaiserstraße,"49,N49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Kaiserstraße&start=1,
OEFFHALTESTOGD.14631681,14631681,POINT (16.34060651290495 48.201614069441554),Kaiserstraße,Kaiserstraße,5,,1,https://anachb.vor.at?P=SQ&input=Wien%20Kaiserstraße&start=1,
OEFFHALTESTOGD.14631682,14631682,POINT (16.340184311939634 48.20178766972985),Kaiserstraße,Kaiserstraße,"49,N49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Kaiserstraße&start=1,
OEFFHALTESTOGD.14631683,14631683,POINT (16.340417912773894 48.202051170087195),Kaiserstraße,Kaiserstraße,5,,1,https://anachb.vor.at?P=SQ&input=Wien%20Kaiserstraße&start=1,
OEFFHALTESTOGD.14631684,14631684,POINT (16.24502121978225 48.1377609012161),Kalksburg Kirchenplatz,Kalksburg Kirchenplatz,"250,253,N61",,3,https://anachb.vor.at?P=SQ&input=Wien%20Kalksburg%20Kirchenplatz&start=1,
OEFFHALTESTOGD.14631685,14631685,POINT (16.245021220722442 48.13762900140791),Kalksburg Kirchenplatz,Kalksburg Kirchenplatz,"250,253,N61",,3,https://anachb.vor.at?P=SQ&input=Wien%20Kalksburg%20Kirchenplatz&start=1,
OEFFHALTESTOGD.14631686,14631686,POINT (16.45616581316969 48.21289306974064),Kanalstraße,Kanalstraße,"92A,96A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Kanalstraße&start=1,
OEFFHALTESTOGD.14631687,14631687,POINT (16.46845481272996 48.21559266952043),Wulzendorfstraße,Wulzendorfstraße,95A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Wulzendorfstraße&start=1,
OEFFHALTESTOGD.14631688,14631688,POINT (16.46811341238463 48.215454969389654),Wulzendorfstraße,Wulzendorfstraße,92A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Wulzendorfstraße&start=1,
OEFFHALTESTOGD.14631689,14631689,POINT (16.468634413160505 48.21555076925102),Wulzendorfstraße,Wulzendorfstraße,95A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Wulzendorfstraße&start=1,
OEFFHALTESTOGD.14631690,14631690,POINT (16.468041612834117 48.215365170043356),Wulzendorfstraße,Wulzendorfstraße,92A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Wulzendorfstraße&start=1,
OEFFHALTESTOGD.14631691,14631691,POINT (16.481606113154214 48.24989146967309),Kapellergasse (Spargelfeldstraße),Kapellergasse (Spargelfeldstraße),85A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kapellergasse&start=1,
OEFFHALTESTOGD.14631692,14631692,POINT (16.485549712781882 48.24782166985415),Kapellergasse (Ziegelhofstraße),Kapellergasse (Ziegelhofstraße),85A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kapellergasse&start=1,
OEFFHALTESTOGD.14631693,14631693,POINT (16.422757512064717 48.18621816991791),Kappgasse,Kappgasse,72A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kappgasse&start=1,
OEFFHALTESTOGD.14631694,14631694,POINT (16.422775413093472 48.186331969669844),Kappgasse,Kappgasse,72A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kappgasse&start=1,
OEFFHALTESTOGD.14631695,14631695,POINT (16.40194351241805 48.197051470115596),Kardinal-Nagl-Platz (Gestettengasse),Kardinal-Nagl-Platz (Gestettengasse),77A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kardinal-Nagl-Platz&start=1,
OEFFHALTESTOGD.14631696,14631696,POINT (16.37360171195309 48.22846036962862),Karl-Meißl-Straße,Karl-Meißl-Straße,5A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Karl-Meißl-Straße&start=1,
OEFFHALTESTOGD.14631697,14631697,POINT (16.373718412529517 48.22837656988048),Karl-Meißl-Straße,Karl-Meißl-Straße,5A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Karl-Meißl-Straße&start=1,
OEFFHALTESTOGD.14631698,14631698,POINT (16.277293312969658 48.14964726961061),Karl-Schwed-Gasse,Karl-Schwed-Gasse,60A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Karl-Schwed-Gasse&start=1,
OEFFHALTESTOGD.14631699,14631699,POINT (16.277005812059098 48.149467469857626),Karl-Schwed-Gasse,Karl-Schwed-Gasse,60A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Karl-Schwed-Gasse&start=1,
OEFFHALTESTOGD.14631700,14631700,POINT (16.369604212812053 48.200626169838486),Karlsplatz,Karlsplatz,"1,4A",,1,https://anachb.vor.at?P=SQ&input=Wien%20Karlsplatz&start=1,
OEFFHALTESTOGD.14631701,14631701,POINT (16.369604212812053 48.200626169838486),Karlsplatz,Karlsplatz,"1,4A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Karlsplatz&start=1,
OEFFHALTESTOGD.14631702,14631702,POINT (16.369568212438836 48.20040456998823),Karlsplatz,Karlsplatz,"1,62,",,1,https://anachb.vor.at?P=SQ&input=Wien%20Karlsplatz&start=1,
OEFFHALTESTOGD.14631703,14631703,POINT (16.36972091310394 48.20034467011862),Karlsplatz,Karlsplatz,4A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Karlsplatz&start=1,
OEFFHALTESTOGD.14631704,14631704,POINT (16.367506569435637 48.20056025828073),Karlsplatz (Esperantopark),Karlsplatz (Esperantopark),"096,311,B01",,3,https://anachb.vor.at?P=SQ&input=Wien%20Karlsplatz&start=1,
OEFFHALTESTOGD.14631705,14631705,POINT (16.369599570131427 48.200931458131),Karlsplatz,Karlsplatz,"096,311,B01",,3,https://anachb.vor.at?P=SQ&input=Wien%20Karlsplatz&start=1,
OEFFHALTESTOGD.14631706,14631706,POINT (16.38858561272735 48.180456269372606),Arsenalsteg,Arsenalsteg,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arsenalsteg&start=1,
OEFFHALTESTOGD.14631707,14631707,POINT (16.38854061197689 48.180701869845244),Arsenalsteg,Arsenalsteg,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arsenalsteg&start=1,
OEFFHALTESTOGD.14631708,14631708,POINT (16.379862912353516 48.21569446929719),Karmeliterplatz,Karmeliterplatz,5A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Karmeliterplatz&start=1,
OEFFHALTESTOGD.14631709,14631709,POINT (16.380410912634236 48.216005670065094),Karmeliterplatz,Karmeliterplatz,"2,N29",,1,https://anachb.vor.at?P=SQ&input=Wien%20Karmeliterplatz&start=1,
OEFFHALTESTOGD.14631710,14631710,POINT (16.38033901195774 48.21632297000459),Karmeliterplatz (Karmelitergasse),Karmeliterplatz (Karmelitergasse),5A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Karmeliterplatz&start=1,
OEFFHALTESTOGD.14631711,14631711,POINT (16.380348012244845 48.21549686934139),Karmeliterplatz,Karmeliterplatz,"2,N29",,1,https://anachb.vor.at?P=SQ&input=Wien%20Karmeliterplatz&start=1,
OEFFHALTESTOGD.14631712,14631712,POINT (16.32405510936929 48.25056137421191),Karthäuserstraße,Karthäuserstraße,"39A,415",,3,https://anachb.vor.at?P=SQ&input=Wien%20Karthäuserstraße&start=1,
OEFFHALTESTOGD.14631713,14631713,POINT (16.324014712739032 48.25056136996293),Karthäuserstraße,Karthäuserstraße,"39A,415",,2,https://anachb.vor.at?P=SQ&input=Wien%20Karthäuserstraße&start=1,
OEFFHALTESTOGD.14631714,14631714,POINT (16.323565513045445 48.251099769713925),Karthäuserstraße,Karthäuserstraße,39B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Karthäuserstraße&start=1,
OEFFHALTESTOGD.14631715,14631715,POINT (16.323803508472682 48.25055537426443),Karthäuserstraße,Karthäuserstraße,"39A,415",,3,https://anachb.vor.at?P=SQ&input=Wien%20Karthäuserstraße&start=1,
OEFFHALTESTOGD.14631716,14631716,POINT (16.32376311184718 48.250555369927056),Karthäuserstraße,Karthäuserstraße,"39A,415",,2,https://anachb.vor.at?P=SQ&input=Wien%20Karthäuserstraße&start=1,
OEFFHALTESTOGD.14631717,14631717,POINT (16.353704012045494 48.197620369237725),Haus des Meeres,Haus des Meeres,57A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Haus%20des%20Meeres&start=1,
OEFFHALTESTOGD.14631718,14631718,POINT (16.35314701240807 48.19724306982495),Haus des Meeres,Haus des Meeres,57A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Haus%20des%20Meeres&start=1,
OEFFHALTESTOGD.14631719,14631719,POINT (16.30501971141065 48.12592568048419),Kellerberggasse,Kellerberggasse,"268,270",,3,https://anachb.vor.at?P=SQ&input=Wien%20Kellerberggasse&start=1,
OEFFHALTESTOGD.14631720,14631720,POINT (16.30502861071348 48.12578778066907),Kellerberggasse,Kellerberggasse,"268,270",,3,https://anachb.vor.at?P=SQ&input=Wien%20Kellerberggasse&start=1,
OEFFHALTESTOGD.14631721,14631721,POINT (16.35183551235604 48.2053440700832),Kellermanngasse,Kellermanngasse,48A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kellermanngasse&start=1,
OEFFHALTESTOGD.14631722,14631722,POINT (16.29591541255032 48.22005787013918),Kempfengerngasse,Kempfengerngasse,46A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kempfengerngasse&start=1,
OEFFHALTESTOGD.14631723,14631723,POINT (16.295915412927858 48.21998006995043),Kempfengerngasse,Kempfengerngasse,46B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kempfengerngasse&start=1,
OEFFHALTESTOGD.14631724,14631724,POINT (16.376045112133564 48.178168169499344),Keplerplatz,Keplerplatz,14A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Keplerplatz&start=1,
OEFFHALTESTOGD.14633626,14633626,POINT (16.315206600284487 48.11166477699211),Vösendorf SCS,Vösendorf SCS,"207,303",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20SCS&start=1,
OEFFHALTESTOGD.14633627,14633627,POINT (16.31763201070038 48.12593767607852),Vösendorf-Siebenhirten (Ketzergasse),Vösendorf-Siebenhirten (Ketzergasse),"207,266,268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Vösendorf-Siebenhirten&start=1,
OEFFHALTESTOGD.14633628,14633628,POINT (16.318036311604395 48.12573387561454),Vösendorf-Siebenhirten (Ketzergasse),Vösendorf-Siebenhirten (Ketzergasse),"207,266,268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Vösendorf-Siebenhirten&start=1,
OEFFHALTESTOGD.14633629,14633629,POINT (16.317906112238923 48.126063569212725),Vösendorf-Siebenhirten (A.-Freunschlag-Gasse),Vösendorf-Siebenhirten (A.-Freunschlag-Gasse),"61A,61B",,2,https://anachb.vor.at?P=SQ&input=Vösendorf%20Vösendorf-Siebenhirten&start=1,
OEFFHALTESTOGD.14633630,14633630,POINT (16.320362910507363 48.12499027503432),Vösendorf-Siebenhirten (Ortsstr.),Vösendorf-Siebenhirten (Ortsstr.),"266,268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Vösendorf-Siebenhirten&start=1,
OEFFHALTESTOGD.14633631,14633631,POINT (16.31966221141292 48.12683117560699),Vösendorf-Siebenhirten (Triester Str.),Vösendorf-Siebenhirten (Triester Str.),303,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Vösendorf-Siebenhirten&start=1,
OEFFHALTESTOGD.14633632,14633632,POINT (16.319940710707545 48.12519417561793),Vösendorf-Siebenhirten (Ortsstr.),Vösendorf-Siebenhirten (Ortsstr.),"266,268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Vösendorf-Siebenhirten&start=1,
OEFFHALTESTOGD.14633633,14633633,POINT (16.31929391121656 48.12576377540988),Vösendorf-Siebenhirten (Triester Str.),Vösendorf-Siebenhirten (Triester Str.),303,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Vösendorf-Siebenhirten&start=1,
OEFFHALTESTOGD.14633634,14633634,POINT (16.316634894275996 48.105012676728826),Vösendorf SCS IKEA,Vösendorf SCS IKEA,207,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20SCS%20IKEA&start=1,
OEFFHALTESTOGD.14633635,14633635,POINT (16.273273323282112 48.26948979230283),Weidling Hinterweidling,Weidling Hinterweidling,401,,3,https://anachb.vor.at?P=SQ&input=Weidling/Klosterneuburg%20Hinterweidling&start=1,
OEFFHALTESTOGD.14633636,14633636,POINT (16.273587724315302 48.269412091353146),Weidling Hinterweidling,Weidling Hinterweidling,401,,3,https://anachb.vor.at?P=SQ&input=Weidling/Klosterneuburg%20Hinterweidling&start=1,
OEFFHALTESTOGD.14633637,14633637,POINT (16.30260333837165 48.28708428185384),Weidling Dehmgasse,Weidling Dehmgasse,401,,3,https://anachb.vor.at?P=SQ&input=Weidling/Klosterneuburg%20Dehmgasse&start=1,
OEFFHALTESTOGD.14633638,14633638,POINT (16.302657237281224 48.28701258120594),Weidling Dehmgasse,Weidling Dehmgasse,401,,3,https://anachb.vor.at?P=SQ&input=Weidling/Klosterneuburg%20Dehmgasse&start=1,
OEFFHALTESTOGD.14633639,14633639,POINT (16.29927054214252 48.29194958274135),Weidling Elisabethgasse,Weidling Elisabethgasse,401,,3,https://anachb.vor.at?P=SQ&input=Weidling/Klosterneuburg%20Elisabethgasse&start=1,
